flight_id,year,month,day,date,dep_hour,dep_minute,carrier,airline_name,airline_type,flight_number,origin,dest,distance_mi,flight_type,cancelled,diverted,dep_delay_min,arr_delay_min,is_delayed,delay_cause,flight_time_min,taxi_out_min,taxi_in_min,gate_turnaround_min,wheels_off,wheels_on
7629,2022,11,7,2022-11-07,6,0,UA,United Airlines,Legacy,UA8643,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,124.0,7.0,5.0,63.0,367.0,491.0
7630,2022,11,24,2022-11-24,6,0,UA,United Airlines,Legacy,UA4200,IAH,DEN,879,Domestic,0,0,18.0,17.0,1,carrier,131.0,8.0,4.0,29.0,386.0,517.0
7631,2022,11,4,2022-11-04,14,15,UA,United Airlines,Legacy,UA9541,IAH,DEN,879,Domestic,0,0,34.0,34.0,1,weather,129.0,21.0,9.0,37.0,910.0,1039.0
7632,2022,11,23,2022-11-23,8,30,UA,United Airlines,Legacy,UA9697,IAH,DEN,879,Domestic,0,0,15.0,31.0,1,carrier,128.0,9.0,4.0,55.0,534.0,662.0
7633,2022,11,29,2022-11-29,9,30,B6,JetBlue Airways,LCC,B65237,IAH,DEN,879,Domestic,0,0,15.0,25.0,1,carrier,132.0,20.0,8.0,20.0,605.0,737.0
7634,2022,11,12,2022-11-12,12,30,UA,United Airlines,Legacy,UA3594,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,128.0,19.0,11.0,48.0,769.0,897.0
7635,2022,11,1,2022-11-01,22,30,UA,United Airlines,Legacy,UA9662,IAH,DEN,879,Domestic,0,0,15.0,31.0,1,weather,124.0,41.0,5.0,35.0,1406.0,1530.0
7636,2022,11,11,2022-11-11,16,45,UA,United Airlines,Legacy,UA2647,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,126.0,33.0,7.0,68.0,1038.0,1164.0
7637,2022,11,22,2022-11-22,16,0,UA,United Airlines,Legacy,UA7322,IAH,DEN,879,Domestic,0,0,57.0,52.0,1,carrier,130.0,20.0,5.0,58.0,1037.0,1167.0
7638,2022,12,21,2022-12-21,8,45,B6,JetBlue Airways,LCC,B61613,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,124.0,15.0,8.0,43.0,540.0,664.0
7639,2022,12,25,2022-12-25,21,15,AA,American Airlines,Legacy,AA456,IAH,DEN,879,Domestic,1,0,,,0,,,,,,,
7640,2022,12,7,2022-12-07,13,0,UA,United Airlines,Legacy,UA3278,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,121.0,29.0,5.0,28.0,809.0,930.0
7641,2022,12,31,2022-12-31,5,30,UA,United Airlines,Legacy,UA8438,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,117.0,16.0,5.0,67.0,346.0,463.0
7642,2022,12,4,2022-12-04,22,15,UA,United Airlines,Legacy,UA9684,IAH,DEN,879,Domestic,0,0,30.0,43.0,1,nas,119.0,27.0,7.0,40.0,1392.0,1511.0
7643,2022,12,18,2022-12-18,6,30,UA,United Airlines,Legacy,UA3027,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,130.0,13.0,8.0,40.0,403.0,533.0
7644,2022,12,4,2022-12-04,14,15,B6,JetBlue Airways,LCC,B63503,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,126.0,27.0,8.0,45.0,882.0,1008.0
7645,2022,12,10,2022-12-10,8,30,UA,United Airlines,Legacy,UA9352,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,128.0,11.0,4.0,51.0,521.0,649.0
7646,2022,12,7,2022-12-07,18,0,UA,United Airlines,Legacy,UA7738,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,119.0,27.0,8.0,40.0,1107.0,1226.0
7647,2022,12,31,2022-12-31,18,0,UA,United Airlines,Legacy,UA3268,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,127.0,25.0,8.0,38.0,1105.0,1232.0
7648,2022,12,13,2022-12-13,13,0,WN,Southwest Airlines,LCC,WN8109,IAH,DEN,879,Domestic,0,0,27.0,37.0,1,nas,124.0,9.0,6.0,45.0,816.0,940.0
7649,2022,12,7,2022-12-07,7,15,UA,United Airlines,Legacy,UA2664,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,125.0,8.0,5.0,45.0,443.0,568.0
7650,2022,12,9,2022-12-09,6,45,UA,United Airlines,Legacy,UA3377,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,130.0,5.0,7.0,63.0,410.0,540.0
7651,2022,12,12,2022-12-12,20,30,UA,United Airlines,Legacy,UA6797,IAH,DEN,879,Domestic,0,0,30.0,31.0,1,carrier,127.0,13.0,10.0,40.0,1273.0,1400.0
7652,2022,12,2,2022-12-02,6,15,AS,Alaska Airlines,Legacy,AS7900,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,120.0,14.0,4.0,52.0,389.0,509.0
7653,2022,12,23,2022-12-23,10,0,AS,Alaska Airlines,Legacy,AS8554,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,129.0,23.0,11.0,47.0,623.0,752.0
7654,2022,12,16,2022-12-16,19,30,UA,United Airlines,Legacy,UA1887,IAH,DEN,879,Domestic,0,0,69.0,79.0,1,weather,129.0,18.0,8.0,35.0,1257.0,1386.0
7655,2022,12,14,2022-12-14,17,30,UA,United Airlines,Legacy,UA7649,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,120.0,21.0,10.0,43.0,1071.0,1191.0
7656,2022,12,11,2022-12-11,17,15,UA,United Airlines,Legacy,UA5172,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,120.0,21.0,6.0,25.0,1056.0,1176.0
7657,2022,12,18,2022-12-18,16,15,F9,Frontier Airlines,ULCC,F96575,IAH,DEN,879,Domestic,0,0,34.0,43.0,1,carrier,123.0,24.0,8.0,46.0,1033.0,1156.0
7658,2022,12,19,2022-12-19,15,15,UA,United Airlines,Legacy,UA2462,IAH,DEN,879,Domestic,0,0,39.0,56.0,1,late_aircraft,122.0,22.0,8.0,27.0,976.0,1098.0
7659,2022,12,21,2022-12-21,20,30,AS,Alaska Airlines,Legacy,AS191,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,117.0,26.0,12.0,61.0,1256.0,1373.0
7660,2022,12,5,2022-12-05,18,0,UA,United Airlines,Legacy,UA1893,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,117.0,20.0,5.0,59.0,1100.0,1217.0
7661,2022,12,16,2022-12-16,8,0,UA,United Airlines,Legacy,UA7617,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,122.0,6.0,4.0,41.0,486.0,608.0
7662,2022,12,25,2022-12-25,21,45,UA,United Airlines,Legacy,UA5639,IAH,DEN,879,Domestic,0,0,45.0,47.0,1,late_aircraft,131.0,31.0,8.0,34.0,1381.0,1512.0
7663,2022,12,24,2022-12-24,16,30,UA,United Airlines,Legacy,UA3928,IAH,DEN,879,Domestic,0,0,15.0,29.0,1,carrier,123.0,32.0,6.0,36.0,1037.0,1160.0
7664,2022,12,18,2022-12-18,8,45,UA,United Airlines,Legacy,UA4652,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,128.0,11.0,4.0,57.0,536.0,664.0
7665,2022,12,28,2022-12-28,8,0,UA,United Airlines,Legacy,UA9938,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,128.0,6.0,6.0,28.0,486.0,614.0
7666,2022,12,8,2022-12-08,14,30,UA,United Airlines,Legacy,UA4410,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,128.0,19.0,10.0,50.0,889.0,1017.0
7667,2022,12,12,2022-12-12,10,15,WN,Southwest Airlines,LCC,WN5894,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,129.0,11.0,7.0,40.0,626.0,755.0
7668,2022,12,14,2022-12-14,16,30,AS,Alaska Airlines,Legacy,AS3029,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,124.0,26.0,7.0,53.0,1016.0,1140.0
7669,2022,12,23,2022-12-23,22,15,B6,JetBlue Airways,LCC,B61379,IAH,DEN,879,Domestic,1,0,,,0,,,,,,,
7670,2022,12,20,2022-12-20,6,15,F9,Frontier Airlines,ULCC,F97531,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,129.0,11.0,3.0,57.0,386.0,515.0
7671,2022,12,22,2022-12-22,19,30,UA,United Airlines,Legacy,UA572,IAH,DEN,879,Domestic,0,0,63.0,60.0,1,carrier,133.0,36.0,7.0,53.0,1269.0,1402.0
7672,2022,12,1,2022-12-01,20,15,UA,United Airlines,Legacy,UA975,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,123.0,12.0,5.0,34.0,1227.0,1350.0
7673,2022,12,30,2022-12-30,22,45,UA,United Airlines,Legacy,UA2997,IAH,DEN,879,Domestic,0,0,17.0,25.0,1,nas,131.0,17.0,8.0,33.0,1399.0,1530.0
7674,2022,12,3,2022-12-03,19,45,UA,United Airlines,Legacy,UA8065,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,128.0,39.0,7.0,45.0,1224.0,1352.0
7675,2022,12,13,2022-12-13,12,0,B6,JetBlue Airways,LCC,B65647,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,126.0,16.0,10.0,52.0,736.0,862.0
7676,2022,12,11,2022-12-11,18,15,UA,United Airlines,Legacy,UA1050,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,135.0,37.0,9.0,59.0,1132.0,1267.0
7677,2022,12,8,2022-12-08,7,45,UA,United Airlines,Legacy,UA7142,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,141.0,7.0,4.0,52.0,472.0,613.0
7678,2022,12,30,2022-12-30,5,15,UA,United Airlines,Legacy,UA1278,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,121.0,14.0,4.0,25.0,329.0,450.0
7679,2022,12,18,2022-12-18,8,15,UA,United Airlines,Legacy,UA5824,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,126.0,10.0,6.0,49.0,505.0,631.0
7680,2022,12,27,2022-12-27,13,15,UA,United Airlines,Legacy,UA403,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,122.0,25.0,7.0,33.0,820.0,942.0
7681,2022,12,14,2022-12-14,7,30,AS,Alaska Airlines,Legacy,AS8942,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,129.0,18.0,11.0,53.0,468.0,597.0
7682,2022,12,3,2022-12-03,14,30,UA,United Airlines,Legacy,UA7460,IAH,DEN,879,Domestic,0,0,15.0,34.0,1,carrier,133.0,19.0,8.0,40.0,904.0,1037.0
7683,2022,12,5,2022-12-05,7,0,UA,United Airlines,Legacy,UA9805,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,128.0,6.0,5.0,63.0,426.0,554.0
7684,2022,12,27,2022-12-27,11,45,UA,United Airlines,Legacy,UA882,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,126.0,13.0,4.0,33.0,718.0,844.0
7685,2022,12,9,2022-12-09,5,30,UA,United Airlines,Legacy,UA7741,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,126.0,14.0,10.0,51.0,344.0,470.0
7686,2022,12,28,2022-12-28,10,0,UA,United Airlines,Legacy,UA3398,IAH,DEN,879,Domestic,0,0,64.0,72.0,1,carrier,123.0,13.0,7.0,37.0,677.0,800.0
7687,2022,12,4,2022-12-04,14,45,UA,United Airlines,Legacy,UA9560,IAH,DEN,879,Domestic,0,0,19.0,15.0,1,carrier,121.0,26.0,4.0,42.0,930.0,1051.0
7688,2022,12,26,2022-12-26,19,0,DL,Delta Air Lines,Legacy,DL391,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,133.0,24.0,3.0,42.0,1164.0,1297.0
7689,2022,12,5,2022-12-05,21,15,UA,United Airlines,Legacy,UA9528,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,125.0,22.0,7.0,30.0,1297.0,1422.0
7690,2022,12,29,2022-12-29,9,0,UA,United Airlines,Legacy,UA359,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,122.0,17.0,12.0,49.0,557.0,679.0
7691,2022,12,16,2022-12-16,10,30,UA,United Airlines,Legacy,UA1057,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,136.0,21.0,8.0,55.0,651.0,787.0
7692,2022,12,25,2022-12-25,9,15,UA,United Airlines,Legacy,UA6883,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,134.0,18.0,8.0,31.0,573.0,707.0
7693,2022,12,10,2022-12-10,17,30,UA,United Airlines,Legacy,UA3463,IAH,DEN,879,Domestic,0,0,50.0,65.0,1,nas,120.0,27.0,6.0,25.0,1127.0,1247.0
7694,2022,12,4,2022-12-04,20,45,UA,United Airlines,Legacy,UA4072,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,124.0,31.0,9.0,39.0,1276.0,1400.0
7695,2022,12,29,2022-12-29,22,30,UA,United Airlines,Legacy,UA4400,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,131.0,33.0,8.0,59.0,1383.0,1514.0
7696,2022,12,29,2022-12-29,10,0,UA,United Airlines,Legacy,UA6239,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,126.0,13.0,10.0,51.0,613.0,739.0
7697,2022,12,10,2022-12-10,6,0,UA,United Airlines,Legacy,UA2642,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,127.0,15.0,11.0,40.0,375.0,502.0
7698,2022,12,16,2022-12-16,18,0,UA,United Airlines,Legacy,UA7527,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,127.0,33.0,10.0,40.0,1113.0,1240.0
7699,2022,12,6,2022-12-06,7,15,UA,United Airlines,Legacy,UA981,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,122.0,8.0,5.0,44.0,443.0,565.0
7700,2022,12,30,2022-12-30,16,45,UA,United Airlines,Legacy,UA3160,IAH,DEN,879,Domestic,0,1,0.0,0.0,0,,130.0,24.0,10.0,63.0,1029.0,1159.0
7701,2022,12,27,2022-12-27,8,0,UA,United Airlines,Legacy,UA9645,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,132.0,11.0,12.0,27.0,491.0,623.0
7702,2022,12,22,2022-12-22,16,0,F9,Frontier Airlines,ULCC,F93456,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,130.0,20.0,13.0,88.0,980.0,1110.0
7703,2022,12,2,2022-12-02,6,0,UA,United Airlines,Legacy,UA9739,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,125.0,15.0,7.0,35.0,375.0,500.0
7704,2022,12,14,2022-12-14,20,0,UA,United Airlines,Legacy,UA6050,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,121.0,22.0,6.0,49.0,1222.0,1343.0
7705,2022,12,11,2022-12-11,17,45,UA,United Airlines,Legacy,UA8919,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,125.0,27.0,9.0,26.0,1092.0,1217.0
7706,2022,12,20,2022-12-20,12,0,UA,United Airlines,Legacy,UA2540,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,113.0,22.0,10.0,50.0,742.0,855.0
7707,2022,12,3,2022-12-03,7,30,NK,Spirit Airlines,ULCC,NK3239,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,120.0,14.0,8.0,63.0,464.0,584.0
7708,2022,12,9,2022-12-09,8,30,UA,United Airlines,Legacy,UA9934,IAH,DEN,879,Domestic,1,0,,,0,,,,,,,
7709,2022,12,5,2022-12-05,19,30,UA,United Airlines,Legacy,UA548,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,125.0,28.0,4.0,43.0,1198.0,1323.0
7710,2022,12,22,2022-12-22,16,0,UA,United Airlines,Legacy,UA7698,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,124.0,30.0,8.0,29.0,990.0,1114.0
7711,2022,12,30,2022-12-30,15,45,AS,Alaska Airlines,Legacy,AS5971,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,126.0,22.0,9.0,52.0,967.0,1093.0
7712,2022,12,31,2022-12-31,21,30,UA,United Airlines,Legacy,UA6339,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,136.0,37.0,8.0,42.0,1327.0,1463.0
7713,2022,12,29,2022-12-29,15,0,UA,United Airlines,Legacy,UA2645,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,131.0,18.0,9.0,71.0,918.0,1049.0
7714,2022,12,6,2022-12-06,22,45,UA,United Airlines,Legacy,UA448,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,128.0,35.0,7.0,49.0,1400.0,1528.0
7715,2022,12,13,2022-12-13,19,45,UA,United Airlines,Legacy,UA939,IAH,DEN,879,Domestic,0,0,65.0,61.0,1,carrier,120.0,30.0,9.0,56.0,1280.0,1400.0
7716,2022,12,25,2022-12-25,7,15,UA,United Airlines,Legacy,UA769,IAH,DEN,879,Domestic,0,0,23.0,37.0,1,nas,133.0,18.0,7.0,37.0,476.0,609.0
7717,2022,12,16,2022-12-16,12,15,UA,United Airlines,Legacy,UA4064,IAH,DEN,879,Domestic,0,0,33.0,43.0,1,carrier,129.0,24.0,5.0,52.0,792.0,921.0
7718,2022,12,23,2022-12-23,7,0,UA,United Airlines,Legacy,UA1166,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,126.0,10.0,3.0,53.0,430.0,556.0
7719,2022,12,16,2022-12-16,19,45,UA,United Airlines,Legacy,UA6501,IAH,DEN,879,Domestic,0,0,51.0,56.0,1,nas,124.0,25.0,3.0,36.0,1261.0,1385.0
7720,2022,12,12,2022-12-12,13,15,F9,Frontier Airlines,ULCC,F93103,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,129.0,14.0,9.0,62.0,809.0,938.0
7721,2022,12,10,2022-12-10,7,45,UA,United Airlines,Legacy,UA4543,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,121.0,14.0,10.0,48.0,479.0,600.0
7722,2022,12,1,2022-12-01,12,15,UA,United Airlines,Legacy,UA1015,IAH,DEN,879,Domestic,0,0,33.0,32.0,1,nas,119.0,17.0,11.0,46.0,785.0,904.0
7723,2022,12,28,2022-12-28,16,0,AS,Alaska Airlines,Legacy,AS3011,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,124.0,18.0,5.0,45.0,978.0,1102.0
7724,2022,12,19,2022-12-19,17,15,UA,United Airlines,Legacy,UA1355,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,124.0,30.0,12.0,52.0,1065.0,1189.0
7725,2022,12,6,2022-12-06,20,0,WN,Southwest Airlines,LCC,WN9190,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,127.0,20.0,8.0,23.0,1220.0,1347.0
7726,2022,12,29,2022-12-29,17,15,UA,United Airlines,Legacy,UA720,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,135.0,14.0,3.0,61.0,1049.0,1184.0
7727,2022,12,21,2022-12-21,22,0,UA,United Airlines,Legacy,UA8980,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,127.0,36.0,10.0,34.0,1356.0,1483.0
7728,2022,12,18,2022-12-18,13,15,DL,Delta Air Lines,Legacy,DL4464,IAH,DEN,879,Domestic,0,0,15.0,26.0,1,carrier,128.0,16.0,6.0,59.0,826.0,954.0
7729,2022,12,17,2022-12-17,13,0,UA,United Airlines,Legacy,UA8045,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,127.0,15.0,3.0,35.0,795.0,922.0
7730,2022,12,25,2022-12-25,18,30,UA,United Airlines,Legacy,UA7122,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,119.0,11.0,4.0,35.0,1121.0,1240.0
7731,2022,12,31,2022-12-31,11,30,UA,United Airlines,Legacy,UA6916,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,127.0,15.0,8.0,46.0,705.0,832.0
7732,2022,12,2,2022-12-02,11,30,NK,Spirit Airlines,ULCC,NK7211,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,127.0,9.0,7.0,47.0,699.0,826.0
7733,2022,12,9,2022-12-09,9,30,UA,United Airlines,Legacy,UA9510,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,130.0,21.0,8.0,56.0,591.0,721.0
7734,2022,12,12,2022-12-12,12,30,AA,American Airlines,Legacy,AA8643,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,124.0,19.0,7.0,37.0,769.0,893.0
7735,2022,12,16,2022-12-16,12,30,UA,United Airlines,Legacy,UA654,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,122.0,24.0,4.0,38.0,774.0,896.0
7736,2022,12,23,2022-12-23,14,30,AS,Alaska Airlines,Legacy,AS4287,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,132.0,16.0,5.0,49.0,886.0,1018.0
7737,2022,12,20,2022-12-20,11,45,UA,United Airlines,Legacy,UA6384,IAH,DEN,879,Domestic,0,0,0.0,0.0,0,,131.0,19.0,15.0,58.0,724.0,855.0
7738,2022,1,29,2022-01-29,18,30,UA,United Airlines,Legacy,UA4049,IAH,LGA,1416,Domestic,0,0,38.0,35.0,1,carrier,181.0,17.0,13.0,22.0,1165.0,1346.0
7739,2022,1,30,2022-01-30,7,0,UA,United Airlines,Legacy,UA4018,IAH,LGA,1416,Domestic,0,0,0.0,0.0,0,,201.0,11.0,6.0,56.0,431.0,632.0
7740,2022,1,22,2022-01-22,11,15,UA,United Airlines,Legacy,UA4568,IAH,LGA,1416,Domestic,0,0,49.0,60.0,1,weather,200.0,13.0,6.0,47.0,737.0,937.0
7741,2022,1,8,2022-01-08,19,15,UA,United Airlines,Legacy,UA1193,IAH,LGA,1416,Domestic,0,0,0.0,0.0,0,,196.0,23.0,10.0,47.0,1178.0,1374.0
7742,2022,1,28,2022-01-28,5,30,UA,United Airlines,Legacy,UA2196,IAH,LGA,1416,Domestic,0,0,0.0,0.0,0,,205.0,9.0,3.0,32.0,339.0,544.0
7743,2022,1,14,2022-01-14,7,30,UA,United Airlines,Legacy,UA1482,IAH,LGA,1416,Domestic,0,0,0.0,0.0,0,,198.0,14.0,4.0,31.0,464.0,662.0
7744,2022,1,13,2022-01-13,21,45,UA,United Airlines,Legacy,UA6505,IAH,LGA,1416,Domestic,0,0,0.0,0.0,0,,203.0,11.0,9.0,36.0,1316.0,1519.0
7745,2022,1,22,2022-01-22,8,30,UA,United Airlines,Legacy,UA7379,IAH,LGA,1416,Domestic,0,0,0.0,0.0,0,,199.0,12.0,13.0,64.0,522.0,721.0
7746,2022,1,25,2022-01-25,18,0,UA,United Airlines,Legacy,UA606,IAH,LGA,1416,Domestic,0,0,15.0,19.0,1,carrier,192.0,21.0,4.0,43.0,1116.0,1308.0
7747,2022,1,5,2022-01-05,17,30,UA,United Airlines,Legacy,UA7939,IAH,LGA,1416,Domestic,0,0,107.0,111.0,1,late_aircraft,199.0,22.0,8.0,49.0,1179.0,1378.0
7748,2022,1,31,2022-01-31,12,15,UA,United Airlines,Legacy,UA5379,IAH,LGA,1416,Domestic,0,0,26.0,41.0,1,nas,201.0,16.0,6.0,48.0,777.0,978.0
7749,2022,1,17,2022-01-17,21,45,UA,United Airlines,Legacy,UA2029,IAH,LGA,1416,Domestic,0,0,0.0,0.0,0,,206.0,22.0,10.0,43.0,1327.0,1533.0
7750,2022,1,26,2022-01-26,17,45,UA,United Airlines,Legacy,UA5349,IAH,LGA,1416,Domestic,0,0,0.0,0.0,0,,193.0,15.0,11.0,44.0,1080.0,1273.0
7751,2022,1,15,2022-01-15,20,45,UA,United Airlines,Legacy,UA2006,IAH,LGA,1416,Domestic,0,0,0.0,0.0,0,,195.0,25.0,10.0,59.0,1270.0,1465.0
7752,2022,1,26,2022-01-26,6,15,UA,United Airlines,Legacy,UA3467,IAH,LGA,1416,Domestic,0,0,0.0,0.0,0,,206.0,17.0,14.0,55.0,392.0,598.0
7753,2022,1,27,2022-01-27,17,15,AS,Alaska Airlines,Legacy,AS8258,IAH,LGA,1416,Domestic,0,0,15.0,23.0,1,nas,195.0,26.0,3.0,32.0,1076.0,1271.0
7754,2022,1,8,2022-01-08,6,45,UA,United Airlines,Legacy,UA6064,IAH,LGA,1416,Domestic,0,0,0.0,0.0,0,,190.0,19.0,9.0,49.0,424.0,614.0
7755,2022,1,7,2022-01-07,20,45,UA,United Airlines,Legacy,UA1701,IAH,LGA,1416,Domestic,0,0,0.0,0.0,0,,206.0,38.0,8.0,39.0,1283.0,1489.0
7756,2022,1,11,2022-01-11,6,45,UA,United Airlines,Legacy,UA9122,IAH,LGA,1416,Domestic,0,0,15.0,23.0,1,carrier,197.0,18.0,7.0,43.0,438.0,635.0
7757,2022,1,17,2022-01-17,7,15,F9,Frontier Airlines,ULCC,F93155,IAH,LGA,1416,Domestic,0,0,0.0,0.0,0,,200.0,9.0,11.0,26.0,444.0,644.0
7758,2022,1,3,2022-01-03,21,15,UA,United Airlines,Legacy,UA4378,IAH,LGA,1416,Domestic,0,0,0.0,0.0,0,,200.0,29.0,16.0,36.0,1304.0,1504.0
7759,2022,1,10,2022-01-10,20,0,UA,United Airlines,Legacy,UA3795,IAH,LGA,1416,Domestic,0,0,0.0,0.0,0,,210.0,30.0,7.0,40.0,1230.0,1440.0
7760,2022,1,14,2022-01-14,21,0,AS,Alaska Airlines,Legacy,AS3314,IAH,LGA,1416,Domestic,0,0,0.0,0.0,0,,196.0,40.0,9.0,45.0,1300.0,1496.0
7761,2022,1,3,2022-01-03,10,15,UA,United Airlines,Legacy,UA3719,IAH,LGA,1416,Domestic,0,0,0.0,0.0,0,,204.0,16.0,8.0,35.0,631.0,835.0
7762,2022,1,5,2022-01-05,16,15,UA,United Airlines,Legacy,UA1238,IAH,LGA,1416,Domestic,0,0,15.0,18.0,1,carrier,199.0,33.0,7.0,43.0,1023.0,1222.0
7763,2022,1,25,2022-01-25,14,0,UA,United Airlines,Legacy,UA9998,IAH,LGA,1416,Domestic,0,0,0.0,0.0,0,,202.0,21.0,5.0,47.0,861.0,1063.0
7764,2022,1,6,2022-01-06,6,30,UA,United Airlines,Legacy,UA1594,IAH,LGA,1416,Domestic,0,0,0.0,0.0,0,,202.0,12.0,7.0,47.0,402.0,604.0
7765,2022,1,4,2022-01-04,11,30,UA,United Airlines,Legacy,UA1268,IAH,LGA,1416,Domestic,0,1,34.0,52.0,1,carrier,197.0,14.0,12.0,43.0,738.0,935.0
7766,2022,1,24,2022-01-24,6,15,UA,United Airlines,Legacy,UA5557,IAH,LGA,1416,Domestic,0,0,22.0,38.0,1,nas,206.0,13.0,6.0,40.0,410.0,616.0
7767,2022,1,21,2022-01-21,7,0,UA,United Airlines,Legacy,UA3334,IAH,LGA,1416,Domestic,0,0,0.0,0.0,0,,201.0,14.0,8.0,40.0,434.0,635.0
7768,2022,1,30,2022-01-30,13,45,UA,United Airlines,Legacy,UA4436,IAH,LGA,1416,Domestic,0,0,0.0,0.0,0,,196.0,17.0,11.0,50.0,842.0,1038.0
7769,2022,1,19,2022-01-19,13,45,UA,United Airlines,Legacy,UA1704,IAH,LGA,1416,Domestic,0,0,0.0,0.0,0,,204.0,14.0,9.0,31.0,839.0,1043.0
7770,2022,1,17,2022-01-17,20,30,UA,United Airlines,Legacy,UA6215,IAH,LGA,1416,Domestic,0,0,0.0,0.0,0,,195.0,20.0,8.0,38.0,1250.0,1445.0
7771,2022,1,7,2022-01-07,22,30,DL,Delta Air Lines,Legacy,DL4961,IAH,LGA,1416,Domestic,0,0,0.0,0.0,0,,198.0,28.0,8.0,48.0,1378.0,1576.0
7772,2022,1,2,2022-01-02,18,45,UA,United Airlines,Legacy,UA8728,IAH,LGA,1416,Domestic,0,0,15.0,32.0,1,carrier,202.0,28.0,7.0,32.0,1168.0,1370.0
